time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source port,Destination port,Destination service,Direction
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.1,10.32.5.52,1424,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.156,10.32.5.54,1423,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.157,10.32.5.50,1425,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.8,10.32.5.56,1426,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.159,10.32.5.53,1427,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.7,10.32.5.55,1428,21,ftp,(empty)
05/Apr/2012 20:26:59,Warning,Deny,ASA-4-106023,TCP,172.23.233.39,10.32.5.53,1429,21,ftp,(empty)
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,49895,49895_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,60144,60144_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,2694,2694_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,40772,40772_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,8508,8508_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,40710,40710_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,17616,17616_tcp,inbound
05/Apr/2012 20:27:37,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,32537,32537_tcp,inbound
05/Apr/2012 20:29:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,58507,58507_tcp,inbound
05/Apr/2012 20:29:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,17304,17304_tcp,inbound
05/Apr/2012 20:29:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,12397,12397_tcp,inbound
05/Apr/2012 20:30:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,47978,47978_tcp,inbound
05/Apr/2012 20:30:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,45554,45554_tcp,inbound
05/Apr/2012 20:33:26,Warning,Deny,ASA-4-106023,TCP,172.23.240.252,10.32.5.52,1374,21,ftp,(empty)
05/Apr/2012 20:33:26,Warning,Deny,ASA-4-106023,TCP,172.23.240.252,10.32.5.52,1374,21,ftp,(empty)
05/Apr/2012 20:33:27,Warning,Deny,ASA-4-106023,TCP,172.23.240.159,10.32.5.54,1376,21,ftp,(empty)
05/Apr/2012 20:33:27,Warning,Deny,ASA-4-106023,TCP,172.23.240.252,10.32.5.52,1374,21,ftp,(empty)
05/Apr/2012 20:33:27,Warning,Deny,ASA-4-106023,TCP,172.23.240.159,10.32.5.54,1376,21,ftp,(empty)
05/Apr/2012 20:33:28,Warning,Deny,ASA-4-106023,TCP,172.23.240.159,10.32.5.54,1376,21,ftp,(empty)
05/Apr/2012 20:33:29,Warning,Deny,ASA-4-106023,TCP,172.23.240.125,10.32.5.56,1378,21,ftp,(empty)
05/Apr/2012 20:33:30,Warning,Deny,ASA-4-106023,TCP,172.23.240.125,10.32.5.56,1378,21,ftp,(empty)
05/Apr/2012 20:33:30,Warning,Deny,ASA-4-106023,TCP,172.23.240.125,10.32.5.56,1378,21,ftp,(empty)
05/Apr/2012 20:33:35,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,10020,10020_tcp,inbound
05/Apr/2012 20:33:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.37,10.32.5.53,1387,21,ftp,(empty)
05/Apr/2012 20:33:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.37,10.32.5.53,1387,21,ftp,(empty)
05/Apr/2012 20:33:52,Warning,Deny,ASA-4-106023,TCP,172.23.240.37,10.32.5.53,1387,21,ftp,(empty)
05/Apr/2012 20:34:29,Warning,Deny,ASA-4-106023,TCP,172.23.240.127,10.32.5.55,1389,21,ftp,(empty)
05/Apr/2012 20:34:30,Warning,Deny,ASA-4-106023,TCP,172.23.240.127,10.32.5.55,1389,21,ftp,(empty)
05/Apr/2012 20:34:30,Warning,Deny,ASA-4-106023,TCP,172.23.240.127,10.32.5.55,1389,21,ftp,(empty)
05/Apr/2012 20:34:32,Warning,Deny,ASA-4-106023,TCP,172.23.240.124,10.32.5.55,1390,21,ftp,(empty)
05/Apr/2012 20:34:33,Warning,Deny,ASA-4-106023,TCP,172.23.240.124,10.32.5.55,1390,21,ftp,(empty)
05/Apr/2012 20:34:33,Warning,Deny,ASA-4-106023,TCP,172.23.240.124,10.32.5.55,1390,21,ftp,(empty)
05/Apr/2012 20:34:36,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,55844,55844_tcp,inbound
05/Apr/2012 20:34:38,Warning,Deny,ASA-4-106023,TCP,172.23.240.155,10.32.5.52,1398,21,ftp,(empty)
05/Apr/2012 20:34:38,Warning,Deny,ASA-4-106023,TCP,172.23.240.32,10.32.5.55,1399,21,ftp,(empty)
05/Apr/2012 20:34:38,Warning,Deny,ASA-4-106023,TCP,172.23.240.153,10.32.5.50,1403,21,ftp,(empty)
05/Apr/2012 20:34:38,Warning,Deny,ASA-4-106023,TCP,172.23.240.150,10.32.5.54,1402,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.155,10.32.5.52,1398,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.153,10.32.5.50,1403,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.150,10.32.5.54,1402,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.32,10.32.5.55,1399,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.155,10.32.5.52,1398,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.153,10.32.5.50,1403,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.150,10.32.5.54,1402,21,ftp,(empty)
05/Apr/2012 20:34:39,Warning,Deny,ASA-4-106023,TCP,172.23.240.32,10.32.5.55,1399,21,ftp,(empty)
05/Apr/2012 20:34:41,Warning,Deny,ASA-4-106023,TCP,172.23.240.34,10.32.5.53,1412,21,ftp,(empty)
05/Apr/2012 20:34:42,Warning,Deny,ASA-4-106023,TCP,172.23.240.34,10.32.5.53,1412,21,ftp,(empty)
05/Apr/2012 20:34:42,Warning,Deny,ASA-4-106023,TCP,172.23.240.39,10.32.5.51,1415,21,ftp,(empty)
05/Apr/2012 20:34:42,Warning,Deny,ASA-4-106023,TCP,172.23.240.34,10.32.5.53,1412,21,ftp,(empty)
05/Apr/2012 20:34:43,Warning,Deny,ASA-4-106023,TCP,172.23.240.39,10.32.5.51,1415,21,ftp,(empty)
05/Apr/2012 20:34:43,Warning,Deny,ASA-4-106023,TCP,172.23.240.158,10.32.5.54,1418,21,ftp,(empty)
05/Apr/2012 20:34:43,Warning,Deny,ASA-4-106023,TCP,172.23.240.39,10.32.5.51,1415,21,ftp,(empty)
05/Apr/2012 20:34:43,Warning,Deny,ASA-4-106023,TCP,172.23.240.158,10.32.5.54,1418,21,ftp,(empty)
05/Apr/2012 20:34:44,Warning,Deny,ASA-4-106023,TCP,172.23.240.254,10.32.5.55,1421,21,ftp,(empty)
05/Apr/2012 20:34:44,Warning,Deny,ASA-4-106023,TCP,172.23.240.158,10.32.5.54,1418,21,ftp,(empty)
05/Apr/2012 20:34:44,Warning,Deny,ASA-4-106023,TCP,172.23.240.154,10.32.5.53,1422,21,ftp,(empty)
05/Apr/2012 20:34:44,Warning,Deny,ASA-4-106023,TCP,172.23.240.254,10.32.5.55,1421,21,ftp,(empty)
05/Apr/2012 20:34:45,Warning,Deny,ASA-4-106023,TCP,172.23.240.154,10.32.5.53,1422,21,ftp,(empty)
05/Apr/2012 20:34:45,Warning,Deny,ASA-4-106023,TCP,172.23.240.254,10.32.5.55,1421,21,ftp,(empty)
05/Apr/2012 20:34:45,Warning,Deny,ASA-4-106023,TCP,172.23.240.154,10.32.5.53,1422,21,ftp,(empty)
05/Apr/2012 20:34:47,Warning,Deny,ASA-4-106023,TCP,172.23.240.255,10.32.5.56,1435,21,ftp,(empty)
05/Apr/2012 20:34:48,Warning,Deny,ASA-4-106023,TCP,172.23.240.255,10.32.5.56,1435,21,ftp,(empty)
05/Apr/2012 20:34:48,Warning,Deny,ASA-4-106023,TCP,172.23.240.126,10.32.5.56,1438,21,ftp,(empty)
05/Apr/2012 20:34:48,Warning,Deny,ASA-4-106023,TCP,172.23.240.255,10.32.5.56,1435,21,ftp,(empty)
05/Apr/2012 20:34:48,Warning,Deny,ASA-4-106023,TCP,172.23.240.126,10.32.5.56,1438,21,ftp,(empty)
05/Apr/2012 20:34:49,Warning,Deny,ASA-4-106023,TCP,172.23.240.126,10.32.5.56,1438,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.36,10.32.5.52,1445,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.35,10.32.5.52,1446,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.152,10.32.5.52,1448,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.36,10.32.5.52,1445,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.157,10.32.5.54,1449,21,ftp,(empty)
05/Apr/2012 20:34:50,Warning,Deny,ASA-4-106023,TCP,172.23.240.35,10.32.5.52,1446,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.30,10.32.5.53,1451,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.251,10.32.5.55,1452,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.152,10.32.5.52,1448,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.36,10.32.5.52,1445,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.157,10.32.5.54,1449,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.35,10.32.5.52,1446,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.30,10.32.5.53,1451,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.251,10.32.5.55,1452,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.152,10.32.5.52,1448,21,ftp,(empty)
05/Apr/2012 20:34:51,Warning,Deny,ASA-4-106023,TCP,172.23.240.157,10.32.5.54,1449,21,ftp,(empty)
05/Apr/2012 20:34:52,Warning,Deny,ASA-4-106023,TCP,172.23.240.30,10.32.5.53,1451,21,ftp,(empty)
05/Apr/2012 20:34:52,Warning,Deny,ASA-4-106023,TCP,172.23.240.38,10.32.5.52,1455,21,ftp,(empty)
05/Apr/2012 20:34:52,Warning,Deny,ASA-4-106023,TCP,172.23.240.251,10.32.5.55,1452,21,ftp,(empty)
05/Apr/2012 20:34:52,Warning,Deny,ASA-4-106023,TCP,172.23.240.38,10.32.5.52,1455,21,ftp,(empty)
05/Apr/2012 20:34:53,Warning,Deny,ASA-4-106023,TCP,172.23.240.38,10.32.5.52,1455,21,ftp,(empty)
05/Apr/2012 20:34:54,Warning,Deny,ASA-4-106023,TCP,172.23.240.151,10.32.5.50,1461,21,ftp,(empty)
05/Apr/2012 20:34:54,Warning,Deny,ASA-4-106023,TCP,172.23.240.151,10.32.5.50,1461,21,ftp,(empty)
05/Apr/2012 20:34:55,Warning,Deny,ASA-4-106023,TCP,172.23.240.151,10.32.5.50,1461,21,ftp,(empty)
05/Apr/2012 20:34:57,Warning,Deny,ASA-4-106023,TCP,172.23.240.250,10.32.5.55,1470,21,ftp,(empty)
05/Apr/2012 20:34:57,Warning,Deny,ASA-4-106023,TCP,172.23.240.33,10.32.5.55,1471,21,ftp,(empty)
05/Apr/2012 20:34:58,Warning,Deny,ASA-4-106023,TCP,172.23.240.250,10.32.5.55,1470,21,ftp,(empty)
05/Apr/2012 20:34:58,Warning,Deny,ASA-4-106023,TCP,172.23.240.156,10.32.5.51,1472,21,ftp,(empty)
05/Apr/2012 20:34:58,Warning,Deny,ASA-4-106023,TCP,172.23.240.33,10.32.5.55,1471,21,ftp,(empty)
05/Apr/2012 20:34:58,Warning,Deny,ASA-4-106023,TCP,172.23.240.250,10.32.5.55,1470,21,ftp,(empty)
