time,sourceIP,sourcePort,destIP,destPort,classification,priority,label
4/5/2012 18:07,172.23.1.108,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.110,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.110,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.120,1027,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.120,1027,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.125,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.125,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.128,1027,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.128,1027,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.103,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.103,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.104,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.104,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.119,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.119,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.127,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.127,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.114,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.114,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.105,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.105,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.126,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.126,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.130,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.130,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.113,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.113,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.100,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.100,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.101,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.1.101,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.114,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.114,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.120,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.120,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.121,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.121,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.117,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.117,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.124,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.124,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.115,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 18:07,172.23.5.115,1026,172.23.0.10,53,Potential Corporate Privacy Violation,1,[1:2009702:4] ET POLICY DNS Update From External net 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 21:47,172.23.240.156,39944,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 21:47,172.23.240.156,39945,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5800,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5802,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5815,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5810,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5902,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5904,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5910,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5907,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5903,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5901,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39944,172.23.0.1,5915,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 21:48,172.23.240.156,39945,172.23.0.1,5911,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:11,172.23.236.8,46828,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:11,172.23.236.8,46828,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:11,172.23.236.8,46829,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:11,172.23.236.8,46829,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:20,172.23.236.8,46828,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 23:20,172.23.236.8,46828,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 23:20,172.23.236.8,46829,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 23:20,172.23.236.8,46829,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/5/2012 23:20,172.23.236.8,46828,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 23:20,172.23.236.8,46828,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 23:20,172.23.236.8,46829,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 23:20,172.23.236.8,46829,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/5/2012 23:26,172.23.236.8,46828,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 23:26,172.23.236.8,46828,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 23:26,172.23.236.8,46829,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 23:26,172.23.236.8,46829,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/5/2012 23:29,172.23.236.8,46828,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 23:29,172.23.236.8,46828,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 23:29,172.23.236.8,46829,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 23:29,172.23.236.8,46829,172.23.0.1,5432,Potentially Bad Traffic,2,[1:2010939:2] ET POLICY Suspicious inbound to PostgreSQL port 5432 
4/5/2012 23:30,172.23.236.8,46828,172.23.0.1,5802,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 23:30,172.23.236.8,46828,172.23.0.1,5811,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 23:30,172.23.236.8,46829,172.23.0.1,5802,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 23:30,172.23.236.8,46829,172.23.0.1,5815,Attempted Information Leak,2,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820 
4/5/2012 23:30,172.23.236.8,46828,172.23.0.1,5902,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:30,172.23.236.8,46829,172.23.0.1,5900,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:30,172.23.236.8,46829,172.23.0.1,5901,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:31,172.23.236.8,46828,172.23.0.1,5906,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:31,172.23.236.8,46828,172.23.0.1,5911,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:31,172.23.236.8,46829,172.23.0.1,5904,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:31,172.23.236.8,46829,172.23.0.1,5907,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:31,172.23.236.8,46829,172.23.0.1,5915,Attempted Information Leak,2,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920 
4/5/2012 23:58,172.23.236.8,60645,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:58,172.23.236.8,60645,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:58,172.23.236.8,60646,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/5/2012 23:58,172.23.236.8,60646,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:04,172.23.231.69,55932,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,55932,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,38949,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,38949,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,53301,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,53301,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,49236,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,49236,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,38950,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,38950,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,62797,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,62797,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,49237,172.23.0.1,22,Attempted Information Leak,2,[1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND 
4/6/2012 0:04,172.23.231.69,49237,172.23.0.1,22,Attempted Information Leak,2,[1:2001219:18] ET SCAN Potential SSH Scan 
4/6/2012 0:04,172.23.231.69,53648,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:04,172.23.231.69,53648,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53649,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53649,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,55932,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,55932,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53079,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53079,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,38949,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,38949,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53301,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53301,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,36765,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,36765,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,62796,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,62796,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,45793,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,45793,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,49236,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,49236,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,55933,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,55933,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53080,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53080,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,38950,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,38950,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53302,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,53302,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,36766,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,36766,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,62797,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,62797,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,45794,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,45794,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,49237,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:05,172.23.231.69,49237,172.23.0.1,161,Attempted Information Leak,2,[1:1418:11] GPL SNMP request tcp 
4/6/2012 0:07,172.23.236.8,60645,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/6/2012 0:07,172.23.236.8,60645,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/6/2012 0:07,172.23.236.8,60646,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/6/2012 0:07,172.23.236.8,60646,172.23.0.1,1433,Potentially Bad Traffic,2,[1:2010935:2] ET POLICY Suspicious inbound to MSSQL port 1433 
4/6/2012 0:07,172.23.236.8,60645,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/6/2012 0:07,172.23.236.8,60645,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/6/2012 0:08,172.23.236.8,60646,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/6/2012 0:08,172.23.236.8,60646,172.23.0.1,1521,Potentially Bad Traffic,2,[1:2010936:2] ET POLICY Suspicious inbound to Oracle SQL port 1521 
4/6/2012 0:13,172.23.236.8,60645,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
4/6/2012 0:13,172.23.236.8,60645,172.23.0.1,3306,Potentially Bad Traffic,2,[1:2010937:2] ET POLICY Suspicious inbound to mySQL port 3306 
